A_COMMENTS,CAPTION,CARDINALITY,CREATION_DATE,HINT,LAST_UPDATE,RELATION,SOURCE_CLASS,SOURCE_CLASS_CAPTION,TARGET_CLASS
The parent bucket that the bucket is subordinate to.,Parent Bucket,1/N,12/15/2021 15:39,The parent bucket that this bucket is subordinate to.,6/26/2024 12:59,BELONGSTO,Bucket,Bucket,Bucket
The parent business function category that the business function category is subordinate to.,Parent Category,1/N,12/15/2021 15:39,The parent business function category that this business function category is subordinate to.,6/26/2024 12:59,BELONGSTO,BFCategory,Business Function Category,BFCategory
The parent business object category that the business object category is subordinate to.,Parent Business Object Category,1/N,12/15/2021 15:39,The parent business object category that this business object category is subordinate to.,11/28/2024 8:09,BELONGSTO,BusinessObjectCategory,Business Object Category,BusinessObjectCategory
The parent business object that the business object is a specialization of.,Specialization of,1/N,12/15/2021 15:39,The parent business object that the business object is a specialization of.,11/25/2024 10:57,ISA,BusinessObject,Business Object,BusinessObject
The parent business process that the business process is subordinate to.,Parent Business Process,1/N,12/15/2021 15:39,The parent business process that this business process is subordinate to.,6/26/2024 12:59,BELONGSTO,BusinessProcess,Business Process,BusinessProcess
The parent compliance control that the compliance control is subordinate to.,Parent Compliance Control,1/N,12/15/2021 15:39,The parent compliance control that this compliance control is subordinate to.,6/26/2024 12:59,BELONGSTO,ComplianceControl,Compliance Control,ComplianceControl
The parent compliance project control that the compliance project control is subordinate to.,Parent Compliance Control,1/N,12/15/2021 15:39,The parent compliance project control that this compliance project control is subordinate to.,6/26/2024 12:59,BELONGSTO,ComplianceControlInstance,Compliance Project Control,ComplianceControlInstance
The parent component group that the component group is subordinate to.,Parent Component Group,1/N,12/15/2021 15:39,The parent component group that this component group is subordinate to.,6/26/2024 12:59,BELONGSTO,ComponentGroup,Component Group,ComponentGroup
The parent contract group that the contract group is subordinate to.,Subordinate Contract Group,1/N,12/15/2021 15:39,The parent contract groups that are subordinate to this contract group.,6/26/2024 12:59,BELONGSTO,ContractGroup,Contract Group,ContractGroup
The parent cost center group that the cost center group is subordinate to.,Parent Cost Center Group,1/N,12/15/2021 15:39,The parent cost center group that this cost center group is subordinate to.,6/26/2024 12:59,BELONGSTO,CostCentreGroup,Cost Center Group,CostCentreGroup
The parent cost type that the cost type is subordinate to.,Subordinate Cost Types,1/N,12/15/2021 15:39,The parent cost type that the cost type is subordinate to.,6/26/2024 12:59,BELONGSTO,CostType,Cost Type,CostType
The parent demand group that the demand group is subordinate to.,Parent Demand Group,1/N,12/15/2021 15:39,The parent demand group that this demand group is subordinate to.,6/26/2024 12:59,BELONGSTO,DemandGroup,Demand Group,DemandGroup
The parent deployment element that the deployment element is subordinate to.,Parent Deployment Element,1/N,12/15/2021 15:39,The parent deployment element that the deployment element is subordinate to.,6/26/2024 12:59,ParentElement,DeploymentElement,Deployment Element,DeploymentElement
The parent deployment that this deployment element is subordinate to.,Deployment,1/N,12/15/2021 15:39,The parent deployment that this deployment element is subordinate to.,6/26/2024 12:59,Deployment,DeploymentElement,Deployment Element,Deployment
The parent device group that the device group is subordinate to.,Parent Device Group,1/N,12/15/2021 15:39,The parent device group that this device group is subordinate to.,6/26/2024 12:59,BELONGSTO,DeviceGroup,Device Group,DeviceGroup
The parent domain that the domain is subordinate to.,Parent Domain,1/N,12/15/2021 15:39,The parent domain that this domain is subordinate to.,6/26/2024 12:59,BELONGSTO,Domain,Domain,Domain
The parent feature that the feature is subordinate to.,Parent Feature,1/N,12/15/2021 15:39,The parent feature that this feature is subordinate to.,6/26/2024 12:59,BELONGSTO,Feature,Feature,Feature
The parent framework group that the framework group is subordinate to.,Parent Framework Group,N/N,12/15/2021 15:39,The parent framework group that this framework group is subordinate to.,6/26/2024 12:59,BELONGSTO,FrameworkGroup,Framework Group,FrameworkGroup
The parent glossary folder that the glossary folder is subordinate to.,Parent Glossary Folder,1/N,12/15/2021 15:39,The parent glossary folder that this glossary folder is subordinate to.,6/26/2024 12:59,BELONGSTO,GlossaryFolder,Glossary Folder,GlossaryFolder
The parent ICT object category that the ICT object category is subordinate to.,Parent Category,1/N,12/15/2021 15:39,The parent ICT object category that this ICT object category is subordinate to.,6/26/2024 12:59,BELONGSTO,ICTObjectCategory,ICT Object Category,ICTObjectCategory
The parent ICT object group that the ICT object group is subordinate to.,Parent ICT Object Group,1/N,12/15/2021 15:39,The parent ICT object group that this ICT object group is subordinate to.,6/26/2024 12:59,BELONGSTO,ICTObjectGroup,ICT Object Group,ICTObjectGroup
The parent income type that the income type is subordinate to.,Parent Income Type,1/N,12/15/2021 15:39,The parent income type that this income type is subordinate to.,6/26/2024 12:59,BELONGSTO,IncomeType,Income Type,IncomeType
The parent IT capability that the IT capability is subordinate to.,Parent IT Capability,1/N,12/15/2021 15:39,The parent IT capability that the IT capability is subordinate to.,6/26/2024 12:59,PARENT,ITCapability,IT Capability,ITCapability
The parent IT strategy map folder that the IT strategy map folder is subordinate to.,Parent IT Strategy Folder,1/N,12/15/2021 15:39,The parent IT strategy map folder that the IT strategy map folder is subordinate to.,6/26/2024 12:59,BELONGSTO,ITStrategyMapFolder,IT Strategy Folder,ITStrategyMapFolder
The parent location that the location is subordinate to.,Parent Location,1/N,12/15/2021 15:39,The parent location that this location is subordinate to.,6/26/2024 12:59,BELONGSTO,Location,Location,Location
The parent market product that this market product belongs to.,Subordinate Market Products,1/N,12/15/2021 15:39,The parent market product that this market product belongs to.,6/26/2024 12:59,BELONGSTO,MarketProduct,Market Product,MarketProduct
The parent master plan folder that the master plan folder is subordinate to.,Parent Master Plan Folder,1/N,12/15/2021 15:39,The parent master plan folder that this master plan folder is subordinate to.,6/26/2024 12:59,BELONGSTO,ITMasterPlanFolder,Master Plan Folder,ITMasterPlanFolder
The parent master platform category that the master platform category is subordinate to.,Subordinate Categories,1/N,12/15/2021 15:39,The parent master platform category that the master platform category is subordinate to.,6/26/2024 12:59,BELONGSTO,MasterPlatformCategory,Master Platform Category,MasterPlatformCategory
The parent master platform that this master platform element is subordinate to.,Master Platform,1/N,12/15/2021 15:39,The parent master platform that this master platform element is subordinate to.,6/26/2024 12:59,OWNER,MasterPlatformElement,Master Platform Element,MasterPlatform
The parent measure type category that the measure type category is subordinate to.,Parent Measure Type Category,1/N,12/15/2021 15:39,The parent measure type category that the measure type category is subordinate to.,6/26/2024 12:59,PARENT,VMMeasureCategory,Measure Type Category,VMMeasureCategory
The parent network that the network is subordinate to.,Parent Network,1/N,12/15/2021 15:39,The parent network that the network is subordinate to.,6/26/2024 12:59,BELONGSTO,Network,Network,Network
The parent organization group that the organization group is subordinate to.,Parent Otganization Group,1/N,12/15/2021 15:39,The parent organization group that this organization group is subordinate to.,6/26/2024 12:59,BELONGSTO,OrganizationGroup,Organization Group,OrganizationGroup
The parent organization that the organization is subordinate to.,Parent Organization,1/N,12/15/2021 15:39,The parent organization that this organization is subordinate to.,6/26/2024 12:59,BELONGSTO,OrgaUnit,Organization,OrgaUnit
The parent organization that the virtual organization is subordinate to.,Parent Organization,1/N,12/15/2021 15:39,The parent organization that the virtual organization is subordinate to.,6/26/2024 12:59,BELONGSTO,VirtualOrgaUnit,Virtual Organization,OrgaUnit
The parent peripheral group that the peripheral group is subordinate to.,Parent Peripheral Group,1/N,12/15/2021 15:39,The parent peripheral group that this peripheral group is subordinate to.,6/26/2024 12:59,BELONGSTO,PeripheralGroup,Peripheral Group,PeripheralGroup
The parent policy group that the policy group is subordinate to.,Parent Policy Group,1/N,12/15/2021 15:39,The parent policy group that the policy group is subordinate to.,6/26/2024 12:59,PARENT,ITPolicyGroup,Policy Group,ITPolicyGroup
The parent product vendor group that the vendor group is subordinate to.,Parent Vendor Product Group,1/N,12/15/2021 15:39,The parent product vendor group that this vendor group is subordinate to.,6/26/2024 12:59,BELONGSTO,VendorProductGroup,Vendor Product Group,VendorProductGroup
The parent risk management template that the class-based risk management template is defined for.,Risk Management Template,1/N,12/15/2021 15:39,The parent risk management template that the class-based risk management template is defined for.,6/26/2024 12:59,Template,RiskClassSetting,Class-Based Risk Management Template,RiskManagementTemplate
The parent service product group for this service product group.,Parent Service Product Group,1/N,12/15/2021 15:39,The parent service product group for this service product group.,10/14/2024 15:34,BELONGSTO,ServiceProductGroup,Service Group,ServiceProductGroup
The parent solution business process that the selected solution business process is subordinate to.,Parent Business Process,1/N,12/15/2021 15:39,The parent solution business process that this business process is subordinate to.,6/26/2024 12:59,BELONGSTO,SolutionBusinessProcess,Solution Business Process,SolutionBusinessProcess
The parent stack that the stack is subordinate to.,Parent Stack,1/N,12/15/2021 15:39,The parent stack that the stack is subordinate to.,6/26/2024 12:59,PARENT,Stack,Stack,Stack
The parent stack that this configuration item is subordinate to.,Stack,1/N,12/15/2021 15:39,The parent stack that this configuration item is subordinate to.,6/26/2024 12:59,Stack,StackItem,Stack Item,Stack
The parent stack that this stack element is subordinate to.,Stack,1/N,12/15/2021 15:39,The parent stack that this stack element is subordinate to.,6/26/2024 12:59,Stack,StackElement,Stack Element,Stack
The parent standard platform category that the standard platform category is subordinate to.,Subordinate Standard Platform Categories,1/N,12/15/2021 15:39,The parent standard platform category that this standard platform category is subordinate to.,6/26/2024 12:59,BELONGSTO,StandardPlatformCategory,Standard Platform Category,StandardPlatformCategory
The parent technical environment item definition that the technical environment item definition is subordinate to.,Parent Technical Environment Definition Item,1/N,12/15/2021 15:39,The parent technical environment item definition that the technical environment item definition is subordinate to.,6/26/2024 12:59,PARENT,EnvironmentItemDef,Technical Environment Definition Item,EnvironmentItemDef
The parent technology group that the technology group is subordinate to.,Parent Technology Group,1/N,12/15/2021 15:39,The parent technology group that this technology group is subordinate to.,6/26/2024 12:59,BELONGSTO,TechnologyGroup,Technology Group,TechnologyGroup
The parent threat group that the threat group is subordinate to.,Parent,1/N,12/15/2021 15:39,The parent threat group that the threat group is subordinate to.,6/26/2024 12:59,PARENT,ThreatGroup,Threat Group,ThreatGroup
The parent timesheet if the timesheet is subordinate to a timesheet that has been split up multiple timesheets to accommodate for different responsible users.,Parent,1/N,12/15/2021 15:39,The parent timesheet if the timesheet is subordinate to a timesheet that has been split up multiple timesheets to accommodate for different responsible users.,6/26/2024 12:59,PARENT,Timesheet,Timesheet,Timesheet
The parent user group that the user group is subordinate to.,Parent User Group,1/N,12/15/2021 15:39,The parent user group that this user group is subordinate to.,6/26/2024 12:59,BELONGSTO,UserGroup,User Group,UserGroup
The parent value node that a subordinate value node contributes to. The value node hierarchy is based on the configuration of the XML object ValueManager.,Parent Value Node,1/N,12/15/2021 15:39,The parent value node that a subordinate value node contributes to.,6/26/2024 12:59,Head,ValueArc,Value Arc,ValueNode
The parent vendor group that the vendor group is subordinate to.,Parent Vendor Group,1/N,12/15/2021 15:39,The parent vendor group that this vendor group is subordinate to.,6/26/2024 12:59,BELONGSTO,VendorGroup,Vendor Group,VendorGroup
The parent vendor product category that the vendor product category is subordinate to.,Parent Vendor Product Category,1/N,12/15/2021 15:39,The parent vendor product category that this vendor product category is subordinate to.,6/26/2024 12:59,BELONGSTO,VendorProductCategory,Vendor Product Category,VendorProductCategory
The parent vendor product category that the vendor product is subordinate to.,Vendor Product Category,1/N,12/15/2021 15:39,The parent vendor product category that the vendor product is subordinate to.,6/26/2024 12:59,Category,VendorProduct,Vendor Product,VendorProductCategory
The parent vendor product that the vendor product is subordinate to.,Parent Vendor Product,1/N,12/15/2021 15:39,The parent vendor product that this vendor product is subordinate to.,6/26/2024 12:59,BELONGSTO,VendorProduct,Vendor Product,VendorProduct
The parent workflow triggering the workflow.,Parent Workflow Step,1/N,12/15/2021 15:39,The parent workflow triggering the workflow.,6/26/2024 12:59,ParentStep,Workflow,Workflow,WorkflowStep
The peripheral groups that the peripheral is assigned to.,Peripheral Groups,N/N,12/15/2021 15:39,The peripheral groups that the peripheral is assigned to.,6/26/2024 12:59,PeripheralGroups,Peripheral,Peripheral,PeripheralGroup
The peripheral that the solution peripheral is based on.,Base Component,1/N,12/15/2021 15:39,The peripheral that the solution peripheral is based on.,6/26/2024 12:59,Base,SolutionPeripheral,Solution Peripheral,Peripheral
The peripherals assigned to the peripheral group.,Peripherals,N/N,12/15/2021 15:39,The peripherals assigned to the peripheral group.,6/26/2024 12:59,Peripherals,PeripheralGroup,Peripheral Group,Peripheral
The person for whom the person availability is defined for.,Person,1/N,12/15/2021 15:39,The person for whom the person availability is defined for.,6/26/2024 12:59,Person,PersonAvailability,Availability,Person
The person or organization proposed to be the new responsible person/organization for the role.,Proposed Responsible Organization/Person,1/N,12/15/2021 15:39,The person or organization proposed to be the new responsible person/organization for the role.,6/26/2024 12:59,ProposedResponsible,Role,Role,OrgaUnit
The person or organization proposed to be the new responsible person/organization for the role.,Proposed Responsible Organization/Person,1/N,12/15/2021 15:39,The person or organization proposed to be the new responsible person/organization for the role.,6/26/2024 12:59,ProposedResponsible,Role,Role,Person
The person or organization that is assigned to the role.,Responsible Organization/Person,1/N,12/15/2021 15:39,The person or organization that is assigned to the role.,6/26/2024 12:59,Responsible,Role,Role,Person
The person or organization that is assigned to the role.,Responsible Organization/Person,1/N,12/15/2021 15:39,The person or organization that is assigned to the role.,6/26/2024 12:59,Responsible,Role,Role,OrgaUnit
The person owning the storyboard.,Owner,1/N,12/15/2021 15:39,The person owning the storyboard.,6/26/2024 12:59,OWNER,BookmarkDiagram,Storyboard,Person
The person providing the capacity for the skill request.,Person,1/N,12/15/2021 15:39,The person providing the capacity for the skill request.,6/26/2024 12:59,Person,SkillRequestAssignedCapacity,Skill Request Capacity Assignment,Person
The person responsible for evaluating the compliance indicator.,Responsibility,1/N,12/15/2021 15:39,The person responsible for evaluating the compliance indicator.,6/26/2024 12:59,Responsibility,ComplianceIndicator,Compliance Indicator,Person
The person that changed the milestone's plan date.,Changing User,1/N,12/15/2021 15:39,The person that changed the milestone's plan date.,6/26/2024 12:59,ChangeUser,MilestoneHistory,Milestone History Object,Person
The person that is a member of the staff defined for the organization.,Person,1/N,12/15/2021 15:39,The person that is a member of the staff defined for the organization.,6/26/2024 12:59,Person,Staff,Staff,Person
The person that is defined to fulfill the skill request.,Providing Person,1/N,12/15/2021 15:39,The person that is defined to fulfill the skill request.,6/26/2024 12:59,Person,SkillRequest,Skill Request,Person
The persons defined as contact persons for the applications that are owned or consumed by the organization.,Contact Person,1/N,12/15/2021 15:39,The persons defined as contact persons for the applications that are owned or consumed by the organization.,6/26/2024 12:59,Contact,OrgaUnit,Organization,Person
The perspective assigned to the value node.,Perspective,1/N,12/15/2021 15:39,The perspective assigned to the value node.,6/26/2024 12:59,Perspective,ValueNode,Value Node,VMPerspective
The platform element or local component that is the source object of the information flow.,From (Source),1/N,12/15/2021 15:39,The platform element or local component that is the source object of the information flow.,6/26/2024 12:59,From,PlatformInformationFlow,Platform Information Flow,LocalComponent
The platform element or local component that is the source object of the information flow.,From (Source),1/N,12/15/2021 15:39,The platform element or local component that is the source object of the information flow.,6/26/2024 12:59,From,PlatformInformationFlow,Platform Information Flow,StandardPlatform
The platform element or local component that is the source object of the information flow.,From (Source),1/N,12/15/2021 15:39,The platform element or local component that is the source object of the information flow.,6/26/2024 12:59,From,PlatformInformationFlow,Platform Information Flow,PlatformElement
The platform element or local component that is the source object of the solution platform information flow.,From (Source),1/N,12/15/2021 15:39,The platform element or local component that is the source object of the solution platform information flow.,6/26/2024 12:59,From,SolutionPlatformInformationFlow,Solution Platform Information Flow,SolutionPlatformElement
The platform element or local component that is the target object of the information flow.,To (Target),1/N,12/15/2021 15:39,The platform element or local component that is the target object of the information flow.,6/26/2024 12:59,To,PlatformInformationFlow,Platform Information Flow,PlatformElement
The platform element or local component that is the target object of the information flow.,To (Target),1/N,12/15/2021 15:39,The platform element or local component that is the target object of the information flow.,6/26/2024 12:59,To,PlatformInformationFlow,Platform Information Flow,LocalComponent
The platform element or local component that is the target object of the information flow.,To (Target),1/N,12/15/2021 15:39,The platform element or local component that is the target object of the information flow.,6/26/2024 12:59,To,PlatformInformationFlow,Platform Information Flow,StandardPlatform
The platform element or local component that is the target object of the solution platform information flow.,To (Target),1/N,12/15/2021 15:39,The platform element or local component that is the target object of the solution platform information flow.,6/26/2024 12:59,To,SolutionPlatformInformationFlow,Solution Platform Information Flow,SolutionPlatformElement
The platform element that is dependent on the platform element referenced in the Element property.,Dependent Platform Element,1/N,12/15/2021 15:39,The platform element that is dependent on the platform element referenced in the Element property.,6/26/2024 12:59,DependentElement,PlatformElementDependency,Platform Element Dependency,PlatformElement
The platform element that the platform element referenced in the DependentElement property is dependent.,Leading Platform Element,1/N,12/15/2021 15:39,The platform element that the platform element referenced in the DependentElement property is dependent.,6/26/2024 12:59,Element,PlatformElementDependency,Platform Element Dependency,PlatformElement
The platform layer that the configuration item is assigned to.,Platform Layer,1/N,12/15/2021 15:39,The platform layer that the configuration item is assigned to.,6/26/2024 12:59,Layer,StackItem,Stack Item,PlatformLayer
The platform layer that the local component is assigned to.,Platform Layer,1/N,12/15/2021 15:39,The platform layer that the local component is assigned to.,6/26/2024 12:59,Layer,LocalComponent,Local Component,PlatformLayer
The platform layer that the local component is assigned to.,Platform Layer,1/N,12/15/2021 15:39,The platform layer that the local component is assigned to.,6/26/2024 12:59,Layer,ProposedLocalComponent,Proposed Local Component,PlatformLayer
The platform layer that the solution local component is proposed to be assigned to.,Platform Layer,1/N,12/15/2021 15:39,The platform layer that the solution local component is proposed to be assigned to.,6/26/2024 12:59,Layer,SolutionLocalComponent,Solution Local Component,PlatformLayer
The platform layer that the solution platform element is associated with.,Platform Layer,1/N,12/15/2021 15:39,The platform layer that the solution platform element is associated with.,6/26/2024 12:59,Layer,SolutionPlatformElement,Solution Platform Element,PlatformLayer
The platform layer that the standard platform element is associated with.,Platform Layer,1/N,12/15/2021 15:39,The platform layer that the standard platform element is associated with.,6/26/2024 12:59,Layer,PlatformElement,Platform Element,PlatformLayer
The platform layer this master platform element is associated with.,Platform Layer,1/N,12/15/2021 15:39,The platform layer this master platform element is associated with.,6/26/2024 12:59,Layer,MasterPlatformElement,Master Platform Element,PlatformLayer
The platform layers assigned to this platform template.,Platform Layers,N/N,12/15/2021 15:39,The platform layers assigned to this platform template.,6/26/2024 12:59,Layers,PlatformTemplate,Platform Template,PlatformLayer
The platform or standard platform that the platform information flow references.,Platform,1/N,12/15/2021 15:39,The platform or standard platform that the platform information flow references.,6/26/2024 12:59,Platform,PlatformInformationFlow,Platform Information Flow,Platform
The platform or standard platform that the platform information flow references.,Platform,1/N,12/15/2021 15:39,The platform or standard platform that the platform information flow references.,6/26/2024 12:59,Platform,PlatformInformationFlow,Platform Information Flow,StandardPlatform
The platform or standard platform that the solution platform information flow references.,Platform,1/N,12/15/2021 15:39,The platform or standard platform that the solution platform information flow references.,6/26/2024 12:59,Platform,SolutionPlatformInformationFlow,Solution Platform Information Flow,SolutionStandardPlatform
The platform template that defines the standard set of platform layers and platform tiers implemented for the platform.,Platform Template,1/N,12/15/2021 15:39,The platform template that defines the standard set of platform layers and platform tiers implemented for the platform.,6/26/2024 12:59,PlatformTemplate,Platform,Platform,PlatformTemplate
The platform template that defines the standard set of platform layers and platform tiers implemented for the solution platform.,Platform Template,1/N,12/15/2021 15:39,The platform template that defines the standard set of platform layers and platform tiers implemented for the solution platform.,6/26/2024 12:59,PlatformTemplate,SolutionPlatform,Solution Platform,PlatformTemplate
The platform template that is assigned to the master platform.,Platform Template,1/N,12/15/2021 15:39,The platform template that is assigned to the master platform.,6/26/2024 12:59,PlatformTemplate,MasterPlatform,Master Platform,PlatformTemplate
The platform template that is assigned to the solution standard platform.,Platform Template,1/N,12/15/2021 15:39,The platform template that is assigned to the solution standard platform.,6/26/2024 12:59,PlatformTemplate,SolutionStandardPlatform,Solution Standard Platform,PlatformTemplate
The platform template that is assigned to the standard platform.,Platform Template,1/N,12/15/2021 15:39,The platform template that is assigned to the standard platform.,6/26/2024 12:59,PlatformTemplate,StandardPlatform,Standard Platform,PlatformTemplate
The platform that the component runs on.,Component Platform,1/1,12/15/2021 15:39,The platform that the component runs on.,6/26/2024 12:59,Platform,Component,Component,Platform
The platform that the solution platform has been derived from.,Base Platform,1/N,12/15/2021 15:39,The platform that the solution platform has been derived from.,6/26/2024 12:59,Base,SolutionPlatform,Solution Platform,Platform
The platform that the standard platform catalog element is assigned to.,Standard Platform,1/N,12/15/2021 15:39,The platform that the standard platform catalog element is assigned to.,6/26/2024 12:59,Platform,PlatformCatalogElement,Standard Platform Catalog Element,StandardPlatform
The platform tier that the configuration item is assigned to.,Platform Tier,1/N,12/15/2021 15:39,The platform tier that the configuration item is assigned to.,6/26/2024 12:59,Tier,StackItem,Stack Item,PlatformTier
The platform tier that the local component is assigned to.,Platform Tier,1/N,12/15/2021 15:39,The platform tier that the local component is assigned to.,6/26/2024 12:59,Tier,LocalComponent,Local Component,PlatformTier
The platform tier that the local component is assigned to.,Platform Tier,1/N,12/15/2021 15:39,The platform tier that the local component is assigned to.,6/26/2024 12:59,Tier,ProposedLocalComponent,Proposed Local Component,PlatformTier
The platform tier that the solution local component is proposed to be assigned to.,Platform Tier,1/N,12/15/2021 15:39,The platform tier that the solution local component is proposed to be assigned to.,6/26/2024 12:59,Tier,SolutionLocalComponent,Solution Local Component,PlatformTier
The platform tier that the solution platform element is associated with.,Platform Tier,1/N,12/15/2021 15:39,The platform tier that the solution platform element is associated with.,6/26/2024 12:59,Tier,SolutionPlatformElement,Solution Platform Element,PlatformTier
The platform tier that the standard platform element is associated with.,Platform Tier,1/N,12/15/2021 15:39,The platform tier that the standard platform element is associated with.,6/26/2024 12:59,Tier,PlatformElement,Platform Element,PlatformTier
The platform tier this master platform element is associated with.,Platform Tier,1/N,12/15/2021 15:39,The platform tier this master platform element is associated with.,6/26/2024 12:59,Tier,MasterPlatformElement,Master Platform Element,PlatformTier
The platform tiers assigned to this platform template.,Platform Tiers,N/N,12/15/2021 15:39,The platform tiers assigned to this platform template.,6/26/2024 12:59,Tiers,PlatformTemplate,Platform Template,PlatformTier
The policy governing the responsibilities and scope of the questionnaire.,Questionnaire Policy,N/N,12/15/2021 15:39,The policy governing the responsibilities and scope of the questionnaire.,6/26/2024 12:59,Policy,Questionary,Questionnaire,QuestionPolicy
The policy groups that the policy is assigned to.,Policy Groups,N/N,12/15/2021 15:39,The policy groups that the policy is assigned to.,6/26/2024 12:59,ITPolicyGroups,ITPolicy,Policy,ITPolicyGroup
The policy that redefines the policy.,Redefining Policies,N/N,12/15/2021 15:39,The policy that redefines the policy.,6/26/2024 12:59,RedefiningPolicies,ITPolicy,Policy,ITPolicy
The policy that the policy architecture connection references.,Policy,1/N,12/15/2021 15:39,The policy that the policy architecture connection references.,6/26/2024 12:59,Policy,ITPolicyArch,Policy Architecture Connection,ITPolicy
The portfolios assigned to the object class that is the target of the configuration.,Portfolios,N/N,12/15/2021 15:39,The portfolios assigned to the object class that is the target of the configuration.,6/26/2024 12:59,ITPortfolios,ClassConfiguration,Class Configuration,ITPortfolio
The predecessor source object that is proposed to be substituted in the migration rule.,Source,1/N,12/15/2021 15:39,The predecessor source object that is proposed to be substituted in the migration rule.,6/26/2024 12:59,From,MigrationLink,Migration Rule,SystemBuildingBlock
The predecessor source object that is proposed to be substituted in the migration rule.,Source,1/N,12/15/2021 15:39,The predecessor source object that is proposed to be substituted in the migration rule.,6/26/2024 12:59,From,MigrationLink,Migration Rule,Component
The predecessor source object that is proposed to be substituted in the migration rule.,Source,1/N,12/15/2021 15:39,The predecessor source object that is proposed to be substituted in the migration rule.,6/26/2024 12:59,From,MigrationLink,Migration Rule,ICTObject
The predecessor source object that is proposed to be substituted in the migration rule.,Source,1/N,12/15/2021 15:39,The predecessor source object that is proposed to be substituted in the migration rule.,6/26/2024 12:59,From,MigrationLink,Migration Rule,StandardPlatform
The predecessor source object that is proposed to be substituted in the migration rule.,Source,1/N,12/15/2021 15:39,The predecessor source object that is proposed to be substituted in the migration rule.,6/26/2024 12:59,From,MigrationLink,Migration Rule,Application
The predecessor source object that is proposed to be substituted in the migration rule.,Source,1/N,12/15/2021 15:39,The predecessor source object that is proposed to be substituted in the migration rule.,6/26/2024 12:59,From,MigrationLink,Migration Rule,VendorProduct
The primary currency if the currency is a currency unit. A currency units allows the multiplier defined via the Factor property to be used in order to simplify the definition of cost values. A currency unit can only be assigned to one primary currency.,Parent Currency,1/N,12/15/2021 15:39,The primary currency if the currency is a currency unit. A currency units allows the multiplier defined via the Factor property to be used in order to simplify the definition of cost values. A currency unit can only be assigned to one primary currency.,6/26/2024 12:59,PARENT,Currency,Currency,Currency
The principle that the policy is derived from.,Principle,1/N,12/15/2021 15:39,The principle that the policy is derived from.,6/26/2024 12:59,Principle,ITPolicy,Policy,Principle
"The prioritization scheme, evaluation type, or indicator type assigned to the power axis (Z-axis) of the portfolio. Prioritization schemes, evaluation types, and indicator types are configured in EA_MM in the Evaluation & Portfolios functionality in the Configuration module.",Power-Axis,1/N,12/15/2021 15:39,"The prioritization scheme, evaluation type, or indicator type assigned to the power axis (Z-axis) of the portfolio.",6/26/2024 12:59,ZAxis,ITPortfolio,Portfolio,EvaluationType
"The prioritization scheme, evaluation type, or indicator type assigned to the power axis (Z-axis) of the portfolio. Prioritization schemes, evaluation types, and indicator types are configured in EA_MM in the Evaluation & Portfolios functionality in the Configuration module.",Power-Axis,1/N,12/15/2021 15:39,"The prioritization scheme, evaluation type, or indicator type assigned to the power axis (Z-axis) of the portfolio.",6/26/2024 12:59,ZAxis,ITPortfolio,Portfolio,IndicatorType
"The prioritization scheme, evaluation type, or indicator type assigned to the power axis (Z-axis) of the portfolio. Prioritization schemes, evaluation types, and indicator types are configured in EA_MM in the Evaluation & Portfolios functionality in the Configuration module.",Power-Axis,1/N,12/15/2021 15:39,"The prioritization scheme, evaluation type, or indicator type assigned to the power axis (Z-axis) of the portfolio.",6/26/2024 12:59,ZAxis,ITPortfolio,Portfolio,PrioritizationScheme
"The prioritization scheme, evaluation type, or indicator type assigned to the X-axis of the portfolio. Prioritization schemes, evaluation types, and indicator types are configured in EA_MM in the Evaluation & Portfolios functionality in the Configuration module.",X-Axis,1/N,12/15/2021 15:39,"The prioritization scheme, evaluation type, or indicator type assigned to the X-axis of the portfolio.",6/26/2024 12:59,XAxis,ITPortfolio,Portfolio,EvaluationType
"The prioritization scheme, evaluation type, or indicator type assigned to the X-axis of the portfolio. Prioritization schemes, evaluation types, and indicator types are configured in EA_MM in the Evaluation & Portfolios functionality in the Configuration module.",X-Axis,1/N,12/15/2021 15:39,"The prioritization scheme, evaluation type, or indicator type assigned to the X-axis of the portfolio.",6/26/2024 12:59,XAxis,ITPortfolio,Portfolio,PrioritizationScheme
"The prioritization scheme, evaluation type, or indicator type assigned to the X-axis of the portfolio. Prioritization schemes, evaluation types, and indicator types are configured in EA_MM in the Evaluation & Portfolios functionality in the Configuration module.",X-Axis,1/N,12/15/2021 15:39,"The prioritization scheme, evaluation type, or indicator type assigned to the X-axis of the portfolio.",6/26/2024 12:59,XAxis,ITPortfolio,Portfolio,IndicatorType
"The prioritization scheme, evaluation type, or indicator type assigned to the X-axis of the portfolio. Prioritization schemes, evaluation types, and indicator types are configured in EA_MM in the Evaluation & Portfolios functionality in the Configuration module.",Y-Axis,1/N,12/15/2021 15:39,"The prioritization scheme, evaluation type, or indicator type assigned to the X-axis of the portfolio.",6/26/2024 12:59,YAxis,ITPortfolio,Portfolio,PrioritizationScheme
"The prioritization scheme, evaluation type, or indicator type assigned to the X-axis of the portfolio. Prioritization schemes, evaluation types, and indicator types are configured in EA_MM in the Evaluation & Portfolios functionality in the Configuration module.",Y-Axis,1/N,12/15/2021 15:39,"The prioritization scheme, evaluation type, or indicator type assigned to the X-axis of the portfolio.",6/26/2024 12:59,YAxis,ITPortfolio,Portfolio,EvaluationType
